Date,Total_GB (t-11),CC-Barometer (t-9),Total_GB (t-8),IOP (t-8),CC-Barometer (t-8),CC-Barometer (t-7),Total_GB (t-5),CC-Barometer (t-5),PPI (t-1),EMP (t-1),CC-Barometer (t-1),Total_GB (t)
1990-03-01,-1.4568408959418973,-1.4214391190438702,-1.4203401676632843,-1.6471174639068393,0.4476153225078118,0.2267249195017566,-1.3799147089304427,-2.848049761192846,-1.1925909597510254,0.2475250380287852,-0.9844652513665677,-1.3542366212766825
1990-04-01,-1.4296105803796477,0.4476153225078118,-1.4289097520631397,-1.4843903665764786,0.2267249195017566,0.9237886237784367,-1.2795540726072436,0.5231197530635532,-1.172066318011988,0.2475250380287852,-2.827741454178533,-1.328422548580847
1990-05-01,-1.1675203148850624,0.2267249195017566,-1.1443126987304968,-1.5250721409090695,0.9237886237784367,-2.848049761192846,-0.5002373490353067,0.4854785766909491,-1.1310170345339134,0.2475250380287852,0.823025711060823,-1.0582256680315134
1990-06-01,-1.4203401676632843,0.9237886237784367,-1.3799147089304427,-1.5657539152416589,-2.848049761192846,0.5231197530635532,-1.416517655695075,0.9263890941890145,-1.1207547136643947,0.2475250380287852,-0.10467734210091326,-1.3076863227433275
1990-07-01,-1.4289097520631397,-2.848049761192846,-1.2795540726072436,-1.504731253742774,0.5231197530635532,0.4854785766909491,-1.417039429382701,-0.9844652513665677,-1.1258858740991544,0.2475250380287852,0.5620326455305188,-1.343274894599504
1990-08-01,-1.1443126987304968,0.5231197530635532,-0.5002373490353067,-1.514901697325921,0.4854785766909491,0.9263890941890145,-1.092017147021679,-2.827741454178533,-1.1207547136643947,0.2475250380287852,0.7090417435225003,-1.0420808898519807
1990-09-01,-1.3799147089304427,0.4854785766909491,-1.416517655695075,-1.5962652459911013,0.9263890941890145,-0.9844652513665677,-1.3542366212766825,0.823025711060823,-1.0899677510558392,0.19616537595941558,-0.17810831516575465,-1.3090446800850744
1990-10-01,-1.2795540726072436,0.9263890941890145,-1.417039429382701,-1.6471174639068393,-0.9844652513665677,-2.827741454178533,-1.328422548580847,-0.10467734210091326,-1.048918467577765,0.14480571389003863,-0.7320684196269727,-1.220695404982575
1990-11-01,-0.5002373490353067,-0.9844652513665677,-1.092017147021679,-1.5352425844922164,-2.827741454178533,0.823025711060823,-1.0582256680315134,0.5620326455305188,-1.0181315049692086,0.04208638975129935,1.8936614856254481,-0.3989638671762827
1990-12-01,-1.416517655695075,-2.827741454178533,-1.3542366212766825,-1.4843903665764786,0.823025711060823,-0.10467734210091326,-1.3076863227433275,0.7090417435225003,-1.0232626654039683,-0.009273272318077588,-0.8399698851874327,-1.069235747498146
1991-01-01,-1.417039429382701,0.823025711060823,-1.328422548580847,-1.5352425844922164,-0.10467734210091326,0.5620326455305188,-1.343274894599504,-0.17810831516575465,-1.0386561467082462,-0.11199259645682416,3.2159849954556092,-1.3973623708239158
1991-02-01,-1.092017147021679,-0.10467734210091326,-1.0582256680315134,-1.4233677050775937,0.5620326455305188,0.7090417435225003,-1.0420808898519807,-0.7320684196269727,-1.0078691840996905,-0.21471192059556343,-2.8440321103469643,-0.9917168081200088
1991-03-01,-1.3542366212766825,0.5620326455305188,-1.3076863227433275,-1.6064356895742498,0.7090417435225003,-0.17810831516575465,-1.3090446800850744,1.8936614856254481,-1.0027380236649308,-0.31743124473431,0.4118199569950974,-1.3100062229670482
1991-04-01,-1.328422548580847,0.7090417435225003,-1.343274894599504,-1.5962652459911013,-0.17810831516575465,-0.7320684196269727,-1.220695404982575,-0.8399698851874327,-1.0335249862734872,-0.4201505688730566,2.362326329371852,-1.315945231857022
1991-05-01,-1.0582256680315134,-0.17810831516575465,-1.0420808898519807,-1.6369470203236922,-0.7320684196269727,1.8936614856254481,-0.3989638671762827,3.2159849954556092,-1.043787307143005,-0.5742295550811728,0.22574656212003266,-0.9757470647412557
1991-06-01,-1.3076863227433275,-0.7320684196269727,-1.3090446800850744,-1.6471174639068393,1.8936614856254481,-0.8399698851874327,-1.069235747498146,-2.8440321103469643,-1.0181315049692086,-0.6769488792199194,-0.06665404339231239,-1.249292576951701
1991-07-01,-1.343274894599504,1.8936614856254481,-1.220695404982575,-1.6877992382394302,-0.8399698851874327,3.2159849954556092,-1.3973623708239158,0.4118199569950974,-1.043787307143005,-0.8310278654280356,-0.17629038215867665,-1.3010599232479292
1991-08-01,-1.0420808898519807,-0.8399698851874327,-0.3989638671762827,-1.7183105689888727,3.2159849954556092,-2.8440321103469643,-0.9917168081200088,2.362326329371852,-1.0335249862734872,-0.9337471895667822,-0.7613489401902539,-0.980375265113317
1991-09-01,-1.3090446800850744,3.2159849954556092,-1.069235747498146,-1.738651456155168,-2.8440321103469643,0.4118199569950974,-1.3100062229670482,0.22574656212003266,-1.0591807884472837,-1.0364665137055287,0.7759202399116557,-1.26051306570641
1991-10-01,-1.220695404982575,-2.8440321103469643,-1.3973623708239158,-1.738651456155168,0.4118199569950974,2.362326329371852,-1.315945231857022,-0.06665404339231239,-1.0591807884472837,-1.1391858378442754,1.3956894584783281,-1.1450579748605885
1991-11-01,-0.3989638671762827,0.4118199569950974,-0.9917168081200088,-1.8200150048203485,2.362326329371852,0.22574656212003266,-0.9757470647412557,-0.17629038215867665,-1.048918467577765,-1.2419051619830146,0.9166628960979011,-0.4008407823431743
1991-12-01,-1.069235747498146,2.362326329371852,-1.3100062229670482,-1.9217194406518243,0.22574656212003266,-0.06665404339231239,-1.249292576951701,-0.7613489401902539,-1.043787307143005,-1.2932648240523916,-0.7198325397742685,-1.3146054805767755
1992-01-01,-1.3973623708239158,0.22574656212003266,-1.315945231857022,-1.830185448403497,-0.06665404339231239,-0.17629038215867665,-1.3010599232479292,0.7759202399116557,-1.0643119488820427,-1.3959841481911381,-0.9397415478601581,-1.3264345713061119
1992-02-01,-0.9917168081200088,-0.06665404339231239,-0.9757470647412557,-1.8098445612372016,-0.17629038215867665,-0.7613489401902539,-0.980375265113317,1.3956894584783281,-1.0745742697515615,-1.4473438102605078,-0.5044882769580826,-0.9949794154597398
1992-03-01,-1.3100062229670482,-0.17629038215867665,-1.249292576951701,-1.8708672227360865,-0.7613489401902539,0.7759202399116557,-1.26051306570641,0.9166628960979011,-1.0643119488820427,-1.4987034723298773,1.1394015399945994,-1.2522561090806508
1992-04-01,-1.315945231857022,-0.7613489401902539,-1.3010599232479292,-1.9522307714012668,0.7759202399116557,1.3956894584783281,-1.1450579748605885,-0.7198325397742685,-1.0591807884472837,-1.5500631343992544,1.0263332215443879,-1.263725942029909
1992-05-01,-0.9757470647412557,0.7759202399116557,-0.980375265113317,-1.9420603278181199,1.3956894584783281,0.9166628960979011,-0.4008407823431743,-0.9397415478601581,-1.048918467577765,-1.601422796468624,0.40588730691370406,-0.9245730450728675
1992-06-01,-1.249292576951701,1.3956894584783281,-1.26051306570641,-1.850526335569791,0.9166628960979011,-0.7198325397742685,-1.3146054805767755,-0.5044882769580826,-1.0335249862734872,-1.6527824585380009,0.15150304752197055,-1.254940435434866
1992-07-01,-1.3010599232479292,0.9166628960979011,-1.1450579748605885,-1.830185448403497,-0.7198325397742685,-0.9397415478601581,-1.3264345713061119,1.1394015399945994,-1.0283938258387273,-1.7041421206073706,-1.1175732234311158,-1.26054017083304
1992-08-01,-0.980375265113317,-0.7198325397742685,-0.4008407823431743,-1.8606967791529394,-0.9397415478601581,-0.5044882769580826,-0.9949794154597398,1.0263332215443879,-1.043787307143005,-1.7555017826767403,-1.7033881622851648,-0.9359752300577823
1992-09-01,-1.26051306570641,-0.9397415478601581,-1.3146054805767755,-1.8606967791529394,-0.5044882769580826,1.1394015399945994,-1.2522561090806508,0.40588730691370406,-1.054049628012524,-1.7555017826767403,-1.2367631943546635,-1.21004067832015
1992-10-01,-1.1450579748605885,-0.5044882769580826,-1.3264345713061119,-1.8200150048203485,1.1394015399945994,1.0263332215443879,-1.263725942029909,0.15150304752197055,-1.043787307143005,-1.806861444746117,-1.2780581919686582,-1.1009418545212792
1992-11-01,-0.4008407823431743,1.1394015399945994,-0.9949794154597398,-1.850526335569791,1.0263332215443879,0.40588730691370406,-0.9245730450728675,-1.1175732234311158,-1.0283938258387273,-1.8582211068154868,-1.0250903030019773,-0.35692645737458023
1992-12-01,-1.3146054805767755,1.0263332215443879,-1.2522561090806508,-1.7996741176540532,0.40588730691370406,0.15150304752197055,-1.254940435434866,-1.7033881622851648,-1.0027380236649308,-1.9609404309542333,-0.030541761368821613,-1.276423315629255
1993-01-01,-1.3264345713061119,0.40588730691370406,-1.263725942029909,-1.9522307714012668,0.15150304752197055,-1.1175732234311158,-1.26054017083304,-1.2367631943546635,-1.0078691840996905,-2.012300093023603,0.7824927980914858,-1.2748669530404322
1993-02-01,-0.9949794154597398,0.15150304752197055,-0.9245730450728675,-1.881037666319235,-1.1175732234311158,-1.7033881622851648,-0.9359752300577823,-1.2780581919686582,-0.987344542360653,-2.06365975509298,2.403058369861273,-0.902704146528465
1993-03-01,-1.2522561090806508,-1.1175732234311158,-1.254940435434866,-1.8098445612372016,-1.7033881622851648,-1.2367631943546635,-1.21004067832015,-1.0250903030019773,-0.9668199006216156,-2.012300093023603,-1.0187121472824319,-1.2022114314044328
1993-04-01,-1.263725942029909,-1.7033881622851648,-1.26054017083304,-1.8200150048203485,-1.2367631943546635,-1.2780581919686582,-1.1009418545212792,-0.030541761368821613,-0.941164098447819,-2.06365975509298,0.15330275529839685,-1.2159377661456328
1993-05-01,-0.9245730450728675,-1.2367631943546635,-0.9359752300577823,-1.7691627869046107,-1.2780581919686582,-1.0250903030019773,-0.35692645737458023,0.7824927980914858,-0.9462952588825788,-2.012300093023603,-0.39736745877720303,-0.853705313272129
1993-06-01,-1.254940435434866,-1.2780581919686582,-1.21004067832015,-1.6877992382394302,-1.0250903030019773,-0.030541761368821613,-1.276423315629255,2.403058369861273,-0.9462952588825788,-2.012300093023603,1.5132040581990067,-1.1857201440425165
1993-07-01,-1.26054017083304,-1.0250903030019773,-1.1009418545212792,-1.789503674070906,-0.030541761368821613,0.7824927980914858,-1.2748669530404322,-1.0187121472824319,-0.941164098447819,-2.012300093023603,-1.457098132830968,-1.1986283863388647
1993-08-01,-0.9359752300577823,-0.030541761368821613,-0.35692645737458023,-1.7996741176540532,0.7824927980914858,2.403058369861273,-0.902704146528465,0.15330275529839685,-0.9462952588825788,-2.012300093023603,0.7413517024252164,-0.8433000456564844
1993-09-01,-1.21004067832015,0.7824927980914858,-1.276423315629255,-1.789503674070906,2.403058369861273,-1.0187121472824319,-1.2022114314044328,-0.39736745877720303,-0.9514264193173377,-1.9609404309542333,1.2164284523182987,-1.1424704689375131
1993-10-01,-1.1009418545212792,2.403058369861273,-1.2748669530404322,-1.6877992382394302,-1.0187121472824319,0.15330275529839685,-1.2159377661456328,1.5132040581990067,-0.9462952588825788,-1.9609404309542333,0.15255538583996944,-1.0262581573295255
1993-11-01,-0.35692645737458023,-1.0187121472824319,-0.902704146528465,-1.7488218997383151,0.15330275529839685,-0.39736745877720303,-0.853705313272129,-1.457098132830968,-0.9462952588825788,-1.9609404309542333,-1.2352835756291642,-0.2366336756864728
1993-12-01,-1.276423315629255,0.15330275529839685,-1.2022114314044328,-1.738651456155168,-0.39736745877720303,1.5132040581990067,-1.1857201440425165,0.7413517024252164,-0.9462952588825788,-1.9609404309542333,-0.2501763447316946,-1.2168888574745416
1994-01-01,-1.2748669530404322,-0.39736745877720303,-1.2159377661456328,-1.6877992382394302,1.5132040581990067,-1.457098132830968,-1.1986283863388647,1.2164284523182987,-0.9616887401868566,-1.9609404309542333,-1.0207179351669307,-1.2305512195228057
1994-02-01,-0.902704146528465,1.5132040581990067,-0.853705313272129,-1.7284810125720211,-1.457098132830968,0.7413517024252164,-0.8433000456564844,0.15255538583996944,-0.9565575797520975,-1.9095807688848636,1.588601162396466,-0.8211589473234678
1994-03-01,-1.2022114314044328,-1.457098132830968,-1.1857201440425165,-1.6674583510731347,0.7413517024252164,1.2164284523182987,-1.1424704689375131,-1.2352835756291642,-0.9514264193173377,-1.8582211068154868,-0.7260584810674454,-1.169875704448311
1994-04-01,-1.2159377661456328,0.7413517024252164,-1.1986283863388647,-1.6471174639068393,1.2164284523182987,0.15255538583996944,-1.0262581573295255,-0.2501763447316946,-0.9462952588825788,-1.806861444746117,-1.1680888377377752,-1.153704969664463
1994-05-01,-0.853705313272129,1.2164284523182987,-0.8433000456564844,-1.6166061331573969,0.15255538583996944,-1.2352835756291642,-0.2366336756864728,-1.0207179351669307,-0.930901777578301,-1.806861444746117,-1.1721901896429459,-0.7862291678670763
1994-06-01,-1.1857201440425165,0.15255538583996944,-1.1424704689375131,-1.5962652459911013,-1.2352835756291642,-0.2501763447316946,-1.2168888574745416,1.588601162396466,-0.9206394567087822,-1.806861444746117,0.08033119304768631,-1.1290584847538814
1994-07-01,-1.1986283863388647,-1.2352835756291642,-1.0262581573295255,-1.5250721409090695,-0.2501763447316946,-1.0207179351669307,-1.2305512195228057,-0.7260584810674454,-0.9155082962740225,-1.7041421206073706,1.5214526625902487,-1.1452619524237018
1994-08-01,-0.8433000456564844,-0.2501763447316946,-0.2366336756864728,-1.504731253742774,-1.0207179351669307,1.588601162396466,-0.8211589473234678,-1.1680888377377752,-0.9155082962740225,-1.7041421206073706,0.8157268436890963,-0.772788700330037
1994-09-01,-1.1424704689375131,-1.0207179351669307,-1.2168888574745416,-1.4538790358270361,1.588601162396466,-0.7260584810674454,-1.169875704448311,-1.1721901896429459,-0.8898524941002259,-1.7041421206073706,0.7036936508390461,-1.0879694098275319
1994-10-01,-1.0262581573295255,1.588601162396466,-1.2305512195228057,-1.4335381486607406,-0.7260584810674454,-1.1680888377377752,-1.153704969664463,0.08033119304768631,-0.8949836545349857,-1.7041421206073706,-0.14008329518537002,-0.9695078321181859
1994-11-01,-0.2366336756864728,-0.7260584810674454,-0.8211589473234678,-1.4030268179112981,-1.1680888377377752,-1.1721901896429459,-0.7862291678670763,1.5214526625902487,-0.8949836545349857,-1.6527824585380009,0.22624657469800424,-0.08445998187891565
1994-12-01,-1.2168888574745416,-1.1680888377377752,-1.169875704448311,-1.3013223820798223,-1.1721901896429459,0.08033119304768631,-1.1290584847538814,0.8157268436890963,-0.8898524941002259,-1.6527824585380009,0.8485670218020677,-1.2136975733705613
1995-01-01,-1.2305512195228057,-1.1721901896429459,-1.153704969664463,-1.1996179462483465,0.08033119304768631,1.5214526625902487,-1.1452619524237018,0.7036936508390461,-0.8847213336654669,-1.7041421206073706,-2.6233434673943092,-1.1745432991357707
1995-02-01,-0.8211589473234678,0.08033119304768631,-0.7862291678670763,-1.2911519384966739,1.5214526625902487,0.8157268436890963,-0.772788700330037,-0.14008329518537002,-0.8488032106221517,-1.6527824585380009,1.8101585413435184,-0.7876776842105371
1995-03-01,-1.169875704448311,1.5214526625902487,-1.1290584847538814,-1.2504701641640843,0.8157268436890963,0.7036936508390461,-1.0879694098275319,0.22624657469800424,-0.8334097293178738,-1.601422796468624,0.04302600217718879,-1.1040085239541007
1995-04-01,-1.153704969664463,0.8157268436890963,-1.1452619524237018,-1.2199588334146418,0.7036936508390461,-0.14008329518537002,-0.9695078321181859,0.8485670218020677,-0.8231474084483551,-1.5500631343992544,-0.32309323129045003,-1.1153953187399968
1995-05-01,-0.7862291678670763,0.7036936508390461,-0.772788700330037,-1.1487657283326085,-0.14008329518537002,0.22624657469800424,-0.08445998187891565,-2.6233434673943092,-0.8026227667093183,-1.4987034723298773,-0.06688412005407629,-0.7371847382748417
1995-06-01,-1.1290584847538814,-0.14008329518537002,-1.0879694098275319,-1.1284248411663131,0.22624657469800424,0.8485670218020677,-1.2136975733705613,1.8101585413435184,-0.7872292854050398,-1.4987034723298773,-1.4598001920272154,-1.0717709956558967
1995-07-01,-1.1452619524237018,0.22624657469800424,-0.9695078321181859,-1.13859528474946,0.8485670218020677,-2.6233434673943092,-1.1745432991357707,0.04302600217718879,-0.7769669645355218,-1.4473438102605078,2.6202899565627216,-1.11219656924097
1995-08-01,-0.772788700330037,0.8485670218020677,-0.08445998187891565,-1.0572317360842798,-2.6233434673943092,1.8101585413435184,-0.7876776842105371,-0.32309323129045003,-0.771835804100762,-1.3959841481911381,0.9197173097534141,-0.7261462903070328
1995-09-01,-1.0879694098275319,-2.6233434673943092,-1.2136975733705613,-1.1996179462483465,1.8101585413435184,0.04302600217718879,-1.1040085239541007,-0.06688412005407629,-0.7615734832312433,-1.3959841481911381,-0.21219155526045214,-1.0382514867498822
1995-10-01,-0.9695078321181859,1.8101585413435184,-1.1745432991357707,-1.189447502665198,0.04302600217718879,-0.32309323129045003,-1.1153953187399968,-1.4598001920272154,-0.7564423227964843,-1.344624486121761,0.0428677801747905,-0.9032987365308512
1995-11-01,-0.08445998187891565,0.04302600217718879,-0.7876776842105371,-1.1589361719157556,-0.32309323129045003,-0.06688412005407629,-0.7371847382748417,2.6202899565627216,-0.7615734832312433,-1.344624486121761,1.0271044188043712,0.030526282157993186
1995-12-01,-1.2136975733705613,-0.32309323129045003,-1.1040085239541007,-1.0979135104168707,-0.06688412005407629,-1.4598001920272154,-1.0717709956558967,0.9197173097534141,-0.766704643666003,-1.2419051619830146,-0.24799360335773876,-0.7947746332983204
1996-01-01,-1.1745432991357707,-0.06688412005407629,-1.1153953187399968,-1.1080839540000176,-1.4598001920272154,2.6202899565627216,-1.11219656924097,-0.21219155526045214,-0.7461800019269655,-1.190545499913645,0.37011894174269594,-1.1067631398739832
1996-02-01,-0.7876776842105371,-1.4598001920272154,-0.7371847382748417,-1.1589361719157556,2.6202899565627216,0.9197173097534141,-0.7261462903070328,0.0428677801747905,-0.7051307184488912,-1.2419051619830146,0.18806903653740678,-0.6801817381542399
1996-03-01,-1.1040085239541007,2.6202899565627216,-1.0717709956558967,-1.1080839540000176,0.9197173097534141,-0.21219155526045214,-1.0382514867498822,1.0271044188043712,-0.71539303931841,-1.2419051619830146,-0.1025259886241909,-1.0206421129144811
1996-04-01,-1.1153953187399968,0.9197173097534141,-1.11219656924097,-1.0979135104168707,-0.21219155526045214,0.0428677801747905,-0.9032987365308512,-0.24799360335773876,-0.6999995580141322,-1.2419051619830146,0.15170602259074686,-1.0407561842140585
1996-05-01,-0.7371847382748417,-0.21219155526045214,-0.7261462903070328,-1.0674021796674282,0.0428677801747905,1.0271044188043712,0.030526282157993186,0.37011894174269594,-0.6794749162750947,-1.2419051619830146,0.5147260218356403,-0.5966516626847574
1996-06-01,-1.0717709956558967,0.0428677801747905,-1.0382514867498822,-1.0979135104168707,1.0271044188043712,-0.24799360335773876,-0.7947746332983204,0.18806903653740678,-0.6897372371446134,-1.2419051619830146,-0.8999308940314613,-0.9858815107950638
1996-07-01,-1.11219656924097,1.0271044188043712,-0.9032987365308512,-1.0572317360842798,-0.24799360335773876,0.37011894174269594,-1.1067631398739832,-0.1025259886241909,-0.7102618788836502,-1.2419051619830146,-0.4298046567902095,-1.0303903109138126
1996-08-01,-0.7261462903070328,-0.24799360335773876,0.030526282157993186,-1.0063795181685418,0.37011894174269594,0.18806903653740678,-0.6801817381542399,0.15170602259074686,-0.71539303931841,-1.190545499913645,0.5887835715802011,-0.599394104268103
1996-09-01,-1.0382514867498822,0.37011894174269594,-0.7947746332983204,-1.0470612925011327,0.18806903653740678,-0.1025259886241909,-1.0206421129144811,0.5147260218356403,-0.6999995580141322,-1.190545499913645,0.3697665872834301,-0.9356286060231673
1996-10-01,-0.9032987365308512,0.18806903653740678,-1.1067631398739832,-0.9860386310022463,-0.1025259886241909,0.15170602259074686,-1.0407561842140585,-0.8999308940314613,-0.6589502745360571,-1.1391858378442754,0.5508585541154107,-0.7736189671114257
1996-11-01,0.030526282157993186,-0.1025259886241909,-0.6801817381542399,-0.9758681874190993,0.15170602259074686,0.5147260218356403,-0.5966516626847574,-0.4298046567902095,-0.6435567932317794,-1.0364665137055287,0.2600770578439046,0.08045943831744173
1996-12-01,-0.7947746332983204,0.15170602259074686,-1.0206421129144811,-1.0775726232505751,0.5147260218356403,-0.8999308940314613,-0.9858815107950638,0.5887835715802011,-0.6486879536665391,-1.0364665137055287,0.6944170084373408,-1.0551146656373396
1997-01-01,-1.1067631398739832,0.5147260218356403,-1.0407561842140585,-1.0165499617516902,-0.8999308940314613,-0.4298046567902095,-1.0303903109138126,0.3697665872834301,-0.6692125954055759,-0.9337471895667822,-0.46337316912070553,-1.0397580034702416
1997-02-01,-0.6801817381542399,-0.8999308940314613,-0.5966516626847574,-1.0674021796674282,-0.4298046567902095,0.5887835715802011,-0.599394104268103,0.5508585541154107,-0.664081434970817,-0.8823875274974126,-0.2830900650253883,-0.5765738846903286
1997-03-01,-1.0206421129144811,-0.4298046567902095,-0.9858815107950638,-1.0775726232505751,0.5887835715802011,0.3697665872834301,-0.9356286060231673,0.2600770578439046,-0.6897372371446134,-0.7796682033586659,1.5275932153027796,-0.9474109518942901
1997-04-01,-1.0407561842140585,0.5887835715802011,-1.0303903109138126,-1.0165499617516902,0.3697665872834301,0.5508585541154107,-0.7736189671114257,0.6944170084373408,-0.7102618788836502,-0.728308541289289,-0.2459823816544716,-0.9729508723135764
1997-05-01,-0.5966516626847574,0.3697665872834301,-0.599394104268103,-0.9656977438359523,0.5508585541154107,0.2600770578439046,0.08045943831744173,-0.46337316912070553,-0.71539303931841,-0.728308541289289,-0.2822543706991545,-0.5000786232513975
1997-06-01,-0.9858815107950638,0.5508585541154107,-0.9356286060231673,-0.9758681874190993,0.2600770578439046,0.6944170084373408,-1.0551146656373396,-0.2830900650253883,-0.71539303931841,-0.6769488792199194,0.9092604149148769,-0.8823993056723949
1997-07-01,-1.0303903109138126,0.2600770578439046,-0.7736189671114257,-0.9250159695033614,0.6944170084373408,-0.46337316912070553,-1.0397580034702416,1.5275932153027796,-0.7256553601879288,-0.728308541289289,-0.13766008201809343,-0.9465360075948543
1997-08-01,-0.599394104268103,0.6944170084373408,0.08045943831744173,-0.894504638753919,-0.46337316912070553,-0.2830900650253883,-0.5765738846903286,-0.2459823816544716,-0.7461800019269655,-0.728308541289289,-0.4620187644798686,-0.5339960951394995
1997-09-01,-0.9356286060231673,-0.46337316912070553,-1.0551146656373396,-0.894504638753919,-0.2830900650253883,1.5275932153027796,-0.9474109518942901,-0.2822543706991545,-0.7256553601879288,-0.6255892171505497,-0.02967262036929925,-0.8472770338760384
1997-10-01,-0.7736189671114257,-0.2830900650253883,-1.0397580034702416,-0.8639933080044764,1.5275932153027796,-0.2459823816544716,-0.9729508723135764,0.9092604149148769,-0.7102618788836502,-0.6255892171505497,0.4394541317228435,-0.6974943338234895
1997-11-01,0.08045943831744173,1.5275932153027796,-0.5765738846903286,-0.9860386310022463,-0.2459823816544716,-0.2822543706991545,-0.5000786232513975,-0.13766008201809343,-0.7102618788836502,-0.5742295550811728,0.51098073693672,0.22587809813033996
1997-12-01,-1.0551146656373396,-0.2459823816544716,-0.9474109518942901,-0.7826297593392946,-0.2822543706991545,0.9092604149148769,-0.8823993056723949,-0.4620187644798686,-0.71539303931841,-0.5742295550811728,-1.001223350950788,-0.9677667871411386
1998-01-01,-1.0397580034702416,-0.2822543706991545,-0.9729508723135764,-0.8131410900887385,0.9092604149148769,-0.13766008201809343,-0.9465360075948543,-0.02967262036929925,-0.7307865206226878,-0.5742295550811728,0.475641339694569,-0.9596640770622608
1998-02-01,-0.5765738846903286,0.9092604149148769,-0.5000786232513975,-0.792800202922443,-0.13766008201809343,-0.4620187644798686,-0.5339960951394995,0.4394541317228435,-0.7461800019269655,-0.5742295550811728,-0.9667928527113216,-0.503530277364149
1998-03-01,-0.9474109518942901,-0.13766008201809343,-0.8823993056723949,-0.6199026620089338,-0.4620187644798686,-0.02967262036929925,-0.8472770338760384,0.51098073693672,-0.771835804100762,-0.5228698930118032,0.3317497686568387,-0.868731545569251
1998-04-01,-0.9729508723135764,-0.4620187644798686,-0.9465360075948543,-0.7216070978404097,-0.02967262036929925,0.4394541317228435,-0.6974943338234895,-1.001223350950788,-0.7820981249702809,-0.5228698930118032,0.11475251117097249,-0.8726643156796839
1998-05-01,-0.5000786232513975,-0.02967262036929925,-0.5339960951394995,-0.6707548799246718,0.4394541317228435,0.51098073693672,0.22587809813033996,0.475641339694569,-0.7923604458397996,-0.5228698930118032,0.2952297814735844,-0.44605753161678297
1998-06-01,-0.8823993056723949,0.4394541317228435,-0.8472770338760384,-0.5690504440931959,0.51098073693672,-1.001223350950788,-0.9677667871411386,-0.9667928527113216,-0.7872292854050398,-0.5228698930118032,0.042482046543090395,-0.836712121658633
1998-07-01,-0.9465360075948543,0.51098073693672,-0.6974943338234895,-0.5588800005100489,-1.001223350950788,0.475641339694569,-0.9596640770622608,0.3317497686568387,-0.7974916062745586,-0.4715102309424262,-0.8952814351896548,-0.8727056624830177
1998-08-01,-0.5339960951394995,-1.001223350950788,0.22587809813033996,-0.5385391133437535,0.475641339694569,-0.9667928527113216,-0.503530277364149,0.11475251117097249,-0.7974916062745586,-0.368790906803687,-1.0785185791701923,-0.4677713796486833
