Date,Total_GB,PPI,CPI,EMP,AWE,IOP,CC-Barometer,seasonal_Jan,seasonal_Feb,seasonal_Mar,seasonal_Apr,seasonal_May,seasonal_Jun,seasonal_Jul,seasonal_Aug,seasonal_Sep,seasonal_Oct,seasonal_Nov,accounting_jan,diff_1,diff_12_1
2021-04-01,32.226227,111.1,110.1,74.3,575.784024001124,99.6,0.1075787,0,0,0,1,0,0,0,0,0,0,0,0,-5.415883999999998,5.228202
2021-05-01,32.562681,111.9,110.8,74.6,573.118332543006,99.5,0.5104494,0,0,0,0,1,0,0,0,0,0,0,0,0.33645399999999626,-2.626544000000006
2021-06-01,40.935584,112.7,111.3,74.7,574.647000261892,97.9,0.02672932,0,0,0,0,0,1,0,0,0,0,0,0,8.372903,-2.467148999999999
2021-07-01,32.180712,113.8,111.3,74.8,572.064346683102,96.9,0.08016653,0,0,0,0,0,0,1,0,0,0,0,0,-8.754871999999999,-2.374298999999997
2021-08-01,31.222871,114.6,112.1,74.9,568.769108960996,97.0,-0.1335039,0,0,0,0,0,0,0,1,0,0,0,0,-0.9578409999999984,-0.245514
2021-09-01,38.740094,115.4,112.4,74.9,569.506043081744,95.9,-0.6149387,0,0,0,0,0,0,0,0,1,0,0,0,7.517222999999998,-0.45828100000000305
2021-10-01,33.348535,117.3,113.6,75.0,573.95848739667,95.1,-0.5111361,0,0,0,0,0,0,0,0,0,1,0,0,-5.391559000000001,0.12841800000000347
2021-11-01,37.841782,118.4,114.5,75.0,575.780481463086,96.6,0.243361,0,0,0,0,0,0,0,0,0,0,1,0,4.493247000000004,1.5242959999999997
2021-12-01,50.233291,119.0,115.1,75.0,609.389377451456,96.8,-0.08092339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12.391509,0.02146300000000423
2022-01-01,30.147821,120.7,114.9,75.0,603.123542423043,96.4,-0.4319409,1,0,0,0,0,0,0,0,0,0,0,0,-20.08547,1.4882659999999959
2022-02-01,30.521049,121.9,115.8,75.1,606.607519601292,96.1,-0.894743,0,1,0,0,0,0,0,0,0,0,0,0,0.373228000000001,-0.3889989999999983
2022-03-01,39.789372,125.7,117.1,75.2,684.331854122228,95.8,-0.5745224,0,0,1,0,0,0,0,0,0,0,0,0,9.268322999999999,-0.7991090000000014
2022-04-01,32.904558,129.4,120.0,75.4,604.127590958258,95.7,-0.7704563,0,0,0,1,0,0,0,0,0,0,0,0,-6.884813999999999,-1.4689300000000003
2022-05-01,33.016436,131.6,120.8,75.0,596.967493451988,95.9,-0.1663797,0,0,0,0,1,0,0,0,0,0,0,0,0.11187799999999726,-0.224575999999999
2022-06-01,41.344771,134.5,121.8,74.9,611.881600376251,95.0,-0.1388808,0,0,0,0,0,1,0,0,0,0,0,0,8.328335000000003,-0.044567999999998165
2022-07-01,33.871308,136.2,122.5,75.0,605.183938659508,94.5,0.08344436,0,0,0,0,0,0,1,0,0,0,0,0,-7.473463000000002,1.2814089999999965
2022-08-01,32.263355,136.2,123.1,75.0,603.603280299276,94.0,-0.3890823,0,0,0,0,0,0,0,1,0,0,0,0,-1.607953000000002,-0.6501120000000036
2022-09-01,39.950784,136.2,123.8,75.0,609.522099667522,93.8,-0.558003,0,0,0,0,0,0,0,0,1,0,0,0,7.687429000000002,0.17020600000000385
2022-10-01,34.509291,137.5,126.2,75.2,610.95014499921,94.2,0.2805671,0,0,0,0,0,0,0,0,0,1,0,0,-5.441493000000001,-0.04993400000000037
2022-11-01,38.796467,137.2,126.7,75.2,622.409328359062,94.0,0.4196731,0,0,0,0,0,0,0,0,0,0,1,0,4.287176000000002,-0.20607100000000145
2022-12-01,52.459402,136.1,127.2,75.2,643.802195603185,94.1,0.1393064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13.662934999999997,1.2714259999999982
2023-01-01,31.063933,136.7,126.4,75.2,637.913730817468,94.0,-0.2225802,1,0,0,0,0,0,0,0,0,0,0,0,-21.395469,-1.3099989999999977
2023-02-01,32.324215,136.2,127.9,75.3,648.436267982161,94.1,0.7807686,0,1,0,0,0,0,0,0,0,0,0,0,1.2602820000000037,0.8870540000000027
2023-03-01,41.81659,136.2,128.9,75.4,722.480590062195,94.7,0.1106743,0,0,1,0,0,0,0,0,0,0,0,0,9.492374999999996,0.2240519999999968
2023-04-01,34.833305,136.0,130.4,75.5,651.674438718126,94.8,0.6633114,0,0,0,1,0,0,0,0,0,0,0,0,-6.983284999999995,-0.09847099999999642
2023-05-01,35.483102,135.2,131.3,75.2,644.394442007646,93.9,0.384382,0,0,0,0,1,0,0,0,0,0,0,0,0.6497969999999995,0.5379190000000023
2023-06-01,44.152784,135.2,131.5,74.9,672.477865208321,96.4,0.4376116,0,0,0,0,0,1,0,0,0,0,0,0,8.669681999999995,0.34134699999999185
2023-07-01,35.321558,135.5,130.9,74.7,654.652850346579,95.4,-0.7080205,0,0,0,0,0,0,1,0,0,0,0,0,-8.831225999999994,-1.3577629999999914
2023-08-01,34.321259,135.9,131.3,74.8,647.18795160557,95.0,0.5485148,0,0,0,0,0,0,0,1,0,0,0,0,-1.0002990000000054,0.6076539999999966
2023-09-01,42.101775,136.6,132.0,75.1,656.049839039612,94.8,0.3545896,0,0,0,0,0,0,0,0,1,0,0,0,7.780516000000006,0.09308700000000414
2023-10-01,35.905009,136.9,132.0,75.0,647.39936403836,93.5,-0.9241114,0,0,0,0,0,0,0,0,0,1,0,0,-6.196766000000004,-0.7552730000000025
2023-11-01,40.92664,136.9,131.7,75.0,656.026057032014,94.0,0.6583983,0,0,0,0,0,0,0,0,0,0,1,0,5.021630999999999,0.734454999999997
2023-12-01,53.047297,136.3,132.2,74.8,681.460408170553,94.6,0.1362691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12.120657000000001,-1.542277999999996
2024-01-01,32.321233,136.4,131.5,74.5,672.608912629002,94.1,0.2993841,1,0,0,0,0,0,0,0,0,0,0,0,-20.726064,0.6694049999999976
2024-02-01,33.29949,136.8,132.3,74.5,684.766477917927,95.0,-0.2713549,0,1,0,0,0,0,0,0,0,0,0,0,0.9782569999999993,-0.2820250000000044
2024-03-01,43.527362,137.2,133.0,74.3,767.762744877349,95.2,0.05441866,0,0,1,0,0,0,0,0,0,0,0,0,10.227871999999998,0.7354970000000023
2024-04-01,33.984989,137.5,133.5,74.4,686.303385888122,94.4,0.1631672,0,0,0,1,0,0,0,0,0,0,0,0,-9.542372999999998,-2.5590880000000027
